uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode,source_file,source_directory
c33884ca,27,4,5,images/2026/01/21/latrinidad_betag_sf_20260121_055208_c33884ca.jpg,1080,1080,1080p,2026-01-21T05:52:08.056Z,,,,,,,11,1,82,La Trinidad,Betag,SF,pechay,,,,TECNO_TECNO_CM8_DF2CAC,controlled,agricapture_data.csv,2
059f7ba7,29,1,5,images/2026/01/21/latrinidad_betag_sf_20260121_055223_059f7ba7.jpg,1080,1080,1080p,2026-01-21T05:52:23.131Z,,,,,,,36,-1,90,La Trinidad,Betag,SF,pechay,,,,TECNO_TECNO_CM8_DF2CAC,controlled,agricapture_data.csv,2
50f37ae8,29,2,5,images/2026/01/21/latrinidad_betag_sf_20260121_055226_50f37ae8.jpg,1080,1080,1080p,2026-01-21T05:52:26.330Z,,,,,,,28,0,89,La Trinidad,Betag,SF,pechay,,,,TECNO_TECNO_CM8_DF2CAC,controlled,agricapture_data.csv,2
fbec9f2b,29,3,5,images/2026/01/21/latrinidad_betag_sf_20260121_055229_fbec9f2b.jpg,1080,1080,1080p,2026-01-21T05:52:29.430Z,,,,,,,18,1,87,La Trinidad,Betag,SF,pechay,,,,TECNO_TECNO_CM8_DF2CAC,controlled,agricapture_data.csv,2
7b6db291,29,4,5,images/2026/01/21/latrinidad_betag_sf_20260121_055232_7b6db291.jpg,1080,1080,1080p,2026-01-21T05:52:32.652Z,,,,,,,8,0,89,La Trinidad,Betag,SF,pechay,,,,TECNO_TECNO_CM8_DF2CAC,controlled,agricapture_data.csv,2
308e5d2d,165,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045257_308e5d2d.jpg,1920,1080,1080p,2026-02-06T04:52:58.117Z,16.622862,120.758331,2432.0,13.0,2.2,1.0,37,-14,233,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
4a6e59f2,165,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045301_4a6e59f2.jpg,1920,1080,1080p,2026-02-06T04:53:02.025Z,16.622954,120.758317,2422.0,35.0,4.6,1.0,29,6,210,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
69b98559,165,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045307_69b98559.jpg,1920,1080,1080p,2026-02-06T04:53:07.608Z,16.62304,120.75834,2422.0,8.0,2.8,1.0,41,-21,266,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
de7a355b,165,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045312_de7a355b.jpg,1920,1080,1080p,2026-02-06T04:53:12.846Z,16.62304,120.75834,2422.0,8.0,2.8,1.0,47,-13,229,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
9c0f518a,165,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045328_9c0f518a.jpg,1920,1080,1080p,2026-02-06T04:53:28.918Z,16.623007,120.75835,2422.0,31.0,3.0,1.0,6,-14,170,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
ca14a19b,166,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045543_ca14a19b.jpg,1920,1080,1080p,2026-02-06T04:55:44.292Z,16.623003,120.758223,2436.0,17.0,1.6,1.0,-6,-42,250,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
71566258,166,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045557_71566258.jpg,1920,1080,1080p,2026-02-06T04:55:57.791Z,16.622962,120.758218,2442.0,27.0,1.5,1.0,-15,-12,252,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
39f8e121,166,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045601_39f8e121.jpg,1920,1080,1080p,2026-02-06T04:56:01.672Z,16.622962,120.758218,2442.0,27.0,1.5,1.0,-8,-27,237,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
4e078f51,166,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045639_4e078f51.jpg,1920,1080,1080p,2026-02-06T04:56:40.324Z,16.622962,120.758218,2442.0,27.0,1.5,1.0,1,-58,26,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
44b60c6f,166,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_045656_44b60c6f.jpg,1920,1080,1080p,2026-02-06T04:56:57.359Z,16.622962,120.758218,2442.0,27.0,1.5,1.0,36,33,248,Atok,Paoay,,carrot,21.7,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
0e97491f,171,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051346_0e97491f.jpg,1920,1080,1080p,2026-02-06T05:13:47.034Z,16.62386,120.757994,2410.0,21.0,3.1,1.0,31,2,240,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
5d778c89,171,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051351_5d778c89.jpg,1920,1080,1080p,2026-02-06T05:13:52.140Z,16.62386,120.757994,2410.0,21.0,3.1,1.0,33,15,193,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
13229594,171,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051402_13229594.jpg,1920,1080,1080p,2026-02-06T05:14:03.229Z,16.623889,120.758001,2399.0,19.0,3.6,1.0,25,9,194,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
a6cce91e,171,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051430_a6cce91e.jpg,1920,1080,1080p,2026-02-06T05:14:31.248Z,16.623889,120.758001,2399.0,19.0,3.6,1.0,35,16,213,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
ce6a1687,171,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051441_ce6a1687.jpg,1920,1080,1080p,2026-02-06T05:14:41.879Z,16.623889,120.758001,2399.0,19.0,3.6,1.0,14,-1,189,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
839a13f9,172,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051759_839a13f9.jpg,1920,1080,1080p,2026-02-06T05:18:00.644Z,16.62383,120.758376,2399.0,8.0,3.3,1.0,33,-9,133,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
da418a3a,172,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051805_da418a3a.jpg,1920,1080,1080p,2026-02-06T05:18:05.769Z,16.623865,120.758341,2399.0,8.0,3.0,1.0,25,-26,154,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
de2fbb70,172,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051810_de2fbb70.jpg,1920,1080,1080p,2026-02-06T05:18:11.257Z,16.623865,120.758341,2399.0,8.0,3.0,1.0,34,-14,136,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
250bd6d7,172,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051816_250bd6d7.jpg,1920,1080,1080p,2026-02-06T05:18:17.232Z,16.623848,120.758334,2399.0,10.0,3.0,1.0,39,-4,133,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
c1c34fd9,172,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051823_c1c34fd9.jpg,1920,1080,1080p,2026-02-06T05:18:23.731Z,16.623831,120.758318,2399.0,17.0,3.0,1.0,37,17,122,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
6a768c9a,174,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051523_6a768c9a.jpg,1920,1080,1080p,2026-02-06T05:15:23.819Z,16.623877,120.758175,2399.0,12.0,3.0,1.0,20,2,272,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
bacc2486,174,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051532_bacc2486.jpg,1920,1080,1080p,2026-02-06T05:15:32.759Z,16.623877,120.758175,2399.0,12.0,3.0,1.0,16,-52,277,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
7fe62467,174,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051537_7fe62467.jpg,1920,1080,1080p,2026-02-06T05:15:38.361Z,16.623877,120.758175,2399.0,12.0,3.0,1.0,8,-47,288,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
05e0b585,174,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051547_05e0b585.jpg,1920,1080,1080p,2026-02-06T05:15:48.250Z,16.623877,120.758175,2399.0,12.0,3.0,1.0,1,-23,174,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
00987b57,174,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_051554_00987b57.jpg,1920,1080,1080p,2026-02-06T05:15:54.962Z,16.623877,120.758175,2399.0,12.0,3.0,1.0,16,-37,182,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
c4a75c02,175,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052037_c4a75c02.jpg,1920,1080,1080p,2026-02-06T05:20:37.855Z,16.62382,120.758106,2399.0,6.0,3.1,1.0,11,-44,108,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
d349fa5d,175,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052042_d349fa5d.jpg,1920,1080,1080p,2026-02-06T05:20:42.549Z,16.623831,120.758142,2399.0,6.0,3.1,1.0,-3,-23,137,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
bab2f753,175,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052057_bab2f753.jpg,1920,1080,1080p,2026-02-06T05:20:57.700Z,16.623814,120.758198,2421.0,8.0,3.0,1.0,37,-6,296,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
1eb065a2,175,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052108_1eb065a2.jpg,1920,1080,1080p,2026-02-06T05:21:08.530Z,16.623796,120.758208,2421.0,8.0,3.0,1.0,13,-21,328,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
8c802ee5,175,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052128_8c802ee5.jpg,1920,1080,1080p,2026-02-06T05:21:29.348Z,16.623778,120.75822,2421.0,8.0,3.0,1.0,-10,-18,293,Atok,Paoay,,cabbage,21.5,28.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
6defe3b3,183,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052439_6defe3b3.jpg,1920,1080,1080p,2026-02-06T05:24:40.183Z,16.623702,120.757957,2421.0,10.0,2.0,1.0,33,-2,73,Atok,Paoay,,cabbage,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
13129b91,183,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052452_13129b91.jpg,1920,1080,1080p,2026-02-06T05:24:53.281Z,16.6237,120.757944,2421.0,10.0,2.3,1.0,36,-3,81,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
83323c56,183,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052458_83323c56.jpg,1920,1080,1080p,2026-02-06T05:24:59.276Z,16.623722,120.75795,2421.0,12.0,2.7,1.0,28,-10,118,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
c95fc84a,183,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052509_c95fc84a.jpg,1920,1080,1080p,2026-02-06T05:25:10.330Z,16.62374,120.757945,2421.0,12.0,3.0,1.0,39,-4,359,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
1e5553d1,183,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052519_1e5553d1.jpg,1920,1080,1080p,2026-02-06T05:25:20.294Z,16.623729,120.75796,2421.0,13.0,3.0,1.0,27,-16,292,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
de933859,184,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052617_de933859.jpg,1920,1080,1080p,2026-02-06T05:26:18.480Z,16.623824,120.757932,2421.0,6.0,3.0,1.0,14,-58,125,Atok,Paoay,,carrot,,,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
69073346,184,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052623_69073346.jpg,1920,1080,1080p,2026-02-06T05:26:23.897Z,16.623824,120.757932,2421.0,6.0,3.0,1.0,5,-20,132,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
c275d0a7,184,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052640_c275d0a7.jpg,1920,1080,1080p,2026-02-06T05:26:40.898Z,16.62379,120.757931,2421.0,7.0,3.0,1.0,11,-45,256,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
7d1c5d50,184,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052652_7d1c5d50.jpg,1920,1080,1080p,2026-02-06T05:26:52.925Z,16.62379,120.757931,2421.0,7.0,3.0,1.0,17,-34,252,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
bdf2c6f1,184,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_052703_bdf2c6f1.jpg,1920,1080,1080p,2026-02-06T05:27:03.761Z,16.62377,120.757951,2421.0,11.0,2.7,1.0,39,-4,179,Atok,Paoay,,carrot,21.6,27.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,last-atok
5ab2b1b7,1,1,5,images/2026/01/23/latrinidad_alapang_20260123_031118_5ab2b1b7.jpg,1080,1080,1080p,2026-01-23T03:11:19.734Z,16.384862,120.588518,1364.0,8.0,56.1,1.0,38,-33,0,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.3,60.0,,TECNO_TECNO_CM8_0B7B99,field,agricapture_data.csv,La_Trinidad
31ce78e2,1,2,5,images/2026/01/23/latrinidad_alapang_20260123_031124_31ce78e2.jpg,1080,1080,1080p,2026-01-23T03:11:24.416Z,16.384862,120.588518,1364.0,8.0,56.1,1.0,35,-45,14,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.3,60.0,,TECNO_TECNO_CM8_0B7B99,field,agricapture_data.csv,La_Trinidad
7a990a07,1,1,5,images/2026/01/23/latrinidad_alapang_20260123_034710_7a990a07.jpg,1080,1080,1080p,2026-01-23T03:47:11.531Z,16.384913,120.588476,1364.0,5.0,20.0,1.0,-14,-23,50,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
328ba780,1,2,5,images/2026/01/23/latrinidad_alapang_20260123_034713_328ba780.jpg,1080,1080,1080p,2026-01-23T03:47:14.252Z,16.384913,120.588476,1364.0,5.0,20.0,1.0,-16,-20,49,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
f19746b3,1,3,5,images/2026/01/23/latrinidad_alapang_20260123_034717_f19746b3.jpg,1080,1080,1080p,2026-01-23T03:47:17.670Z,16.384913,120.588476,1364.0,5.0,20.0,1.0,-15,-20,48,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
d17e9c8b,1,4,5,images/2026/01/23/latrinidad_alapang_20260123_034720_d17e9c8b.jpg,1080,1080,1080p,2026-01-23T03:47:21.181Z,16.384913,120.588476,1364.0,5.0,20.0,1.0,-14,-17,54,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
1d1c8613,1,5,5,images/2026/01/23/latrinidad_alapang_20260123_034726_1d1c8613.jpg,1080,1080,1080p,2026-01-23T03:47:27.228Z,16.384913,120.588476,1364.0,5.0,20.0,1.0,-24,-17,45,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
347380d3,2,1,5,images/2026/01/23/latrinidad_alapang_20260123_034735_347380d3.jpg,1080,1080,1080p,2026-01-23T03:47:36.118Z,16.384912,120.588456,1364.0,11.0,25.7,1.0,-6,-16,38,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
8eeeaa39,2,2,5,images/2026/01/23/latrinidad_alapang_20260123_034739_8eeeaa39.jpg,1080,1080,1080p,2026-01-23T03:47:39.892Z,16.384912,120.588456,1364.0,11.0,25.7,1.0,-3,-19,38,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
d935a997,2,3,5,images/2026/01/23/latrinidad_alapang_20260123_034743_d935a997.jpg,1080,1080,1080p,2026-01-23T03:47:44.099Z,16.384912,120.588456,1364.0,11.0,25.7,1.0,0,-20,40,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
bb7b09fa,2,4,5,images/2026/01/23/latrinidad_alapang_20260123_034747_bb7b09fa.jpg,1080,1080,1080p,2026-01-23T03:47:48.223Z,16.384912,120.588456,1364.0,11.0,25.7,1.0,-4,-21,39,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
f5c2a813,2,5,5,images/2026/01/23/latrinidad_alapang_20260123_034752_f5c2a813.jpg,1080,1080,1080p,2026-01-23T03:47:52.292Z,16.384897,120.588472,1364.0,7.0,34.6,1.0,5,-13,39,La Trinidad,Alapang,,"cabbage,carrot,potato,lettuce,pechay,sayote,beans",17.9,55.0,,TECNO_TECNO_CM8_D7B1E1,field,agricapture_data.csv,La_Trinidad
ed6fc014,50,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020214_ed6fc014.jpg,1920,1080,1080p,2026-02-13T02:02:15.292Z,16.453517,120.590899,1358.0,6.0,3.4,1.0,3,-11,122,Atok,Paoay,,cabbage,19.7,70.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
a60e8ff8,50,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020233_a60e8ff8.jpg,1920,1080,1080p,2026-02-13T02:02:33.710Z,16.453398,120.590812,1360.0,10.0,5.1,1.0,57,42,277,Atok,Paoay,,cabbage,19.7,70.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
368f12ab,50,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020243_368f12ab.jpg,1920,1080,1080p,2026-02-13T02:02:43.826Z,16.453394,120.590862,1363.0,14.0,3.1,1.0,47,-4,295,Atok,Paoay,,cabbage,22.7,49.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
83a87945,50,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020250_83a87945.jpg,1920,1080,1080p,2026-02-13T02:02:51.193Z,16.453396,120.590889,1360.0,17.0,3.2,1.0,59,1,357,Atok,Paoay,,cabbage,22.7,49.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
95a6baee,50,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020324_95a6baee.jpg,1920,1080,1080p,2026-02-13T02:03:24.837Z,16.453399,120.590902,1358.0,3.0,3.0,1.0,45,4,340,Atok,Paoay,,cabbage,19.7,70.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
6bc77824,51,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020641_6bc77824.jpg,1920,1080,1080p,2026-02-13T02:06:41.979Z,16.453375,120.590934,1360.0,3.0,6.8,1.0,39,-4,118,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
42b6ed46,51,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020655_42b6ed46.jpg,1920,1080,1080p,2026-02-13T02:06:55.579Z,16.453401,120.590871,1358.0,3.0,4.6,1.0,42,-43,180,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
aa967836,51,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020703_aa967836.jpg,1920,1080,1080p,2026-02-13T02:07:03.823Z,16.453419,120.590867,1358.0,3.0,4.2,1.0,42,2,305,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
7abbb413,51,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020712_7abbb413.jpg,1920,1080,1080p,2026-02-13T02:07:13.374Z,16.453427,120.590843,1360.0,5.0,3.0,1.0,51,15,307,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
77dbbeda,51,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020727_77dbbeda.jpg,1920,1080,1080p,2026-02-13T02:07:27.483Z,16.453427,120.590843,1360.0,5.0,3.0,1.0,10,-4,25,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
67233c6f,52,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020923_67233c6f.jpg,1920,1080,1080p,2026-02-13T02:09:23.799Z,16.453402,120.591229,1358.0,3.0,20.8,1.0,22,12,293,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
758f733d,52,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020929_758f733d.jpg,1920,1080,1080p,2026-02-13T02:09:29.536Z,16.453424,120.591048,1358.0,3.0,3.6,1.0,29,6,295,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
cf2bca1e,52,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020945_cf2bca1e.jpg,1920,1080,1080p,2026-02-13T02:09:45.829Z,16.453396,120.590983,1360.0,3.0,3.4,1.0,22,3,85,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
f5153a2f,52,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020953_f5153a2f.jpg,1920,1080,1080p,2026-02-13T02:09:53.562Z,16.453405,120.590944,1360.0,2.0,3.7,1.0,38,31,264,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
b6e803cd,52,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020959_b6e803cd.jpg,1920,1080,1080p,2026-02-13T02:09:59.779Z,16.453401,120.590921,1360.0,5.0,3.9,1.0,45,12,281,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
cb266dec,53,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_021121_cb266dec.jpg,1920,1080,1080p,2026-02-13T02:11:22.156Z,16.453443,120.590377,1358.0,14.0,5.4,1.0,36,-12,337,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
79610d58,53,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_021159_79610d58.jpg,1920,1080,1080p,2026-02-13T02:11:59.632Z,16.453441,120.590857,1360.0,3.0,3.2,1.0,48,7,86,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
fc894f12,53,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_021210_fc894f12.jpg,1920,1080,1080p,2026-02-13T02:12:10.864Z,16.45343,120.590872,1360.0,4.0,3.0,1.0,3,-21,193,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
5eb5fbbc,53,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_021220_5eb5fbbc.jpg,1920,1080,1080p,2026-02-13T02:12:20.782Z,16.45343,120.590872,1360.0,4.0,3.0,1.0,33,-26,165,Atok,Paoay,,cabbage,19.7,69.0,,TECNO_TECNO_CM8_2703FE,field,agricapture_collections.csv,SoilScan_export_2026-02-13
